134.23,133.81,,2019-03-02 15:49:18.199520
134.21,133.92,,2019-03-02 15:49:22.131762
134.26,133.81,,2019-03-02 15:49:25.417504
134.32,134.03,,2019-03-02 15:49:28.738883
134.34,133.92,,2019-03-02 15:49:34.787794
134.3,133.86,,2019-03-02 15:49:38.904121
134.31,133.89,,2019-03-02 15:49:42.295457
134.3,133.88,,2019-03-02 15:49:45.754279
134.31,133.86,,2019-03-02 15:49:49.884496
134.3,133.86,,2019-03-02 15:49:53.148741
134.32,133.87,,2019-03-02 15:49:59.665590
134.31,133.88,,2019-03-02 15:50:03.131205
134.31,133.87,,2019-03-02 15:50:08.229883
134.28,133.94,,2019-03-02 15:50:12.528037
134.31,133.87,,2019-03-02 15:50:16.201896
134.26,133.84,,2019-03-02 15:50:21.990758
134.27,134.02,,2019-03-02 15:50:25.852976
134.27,133.85,,2019-03-02 15:50:30.025481
134.27,134.0,,2019-03-02 15:50:33.554494
134.27,133.99,,2019-03-02 15:50:37.098774
134.27,133.86,,2019-03-02 15:50:40.234852
134.31,133.99,,2019-03-02 15:50:43.784365
134.31,133.99,,2019-03-02 15:50:45.815264
134.29,133.99,,2019-03-02 15:50:48.333291
134.35,133.86,,2019-03-02 15:50:54.926819
134.35,134.05,,2019-03-02 15:50:58.707173
134.3,134.05,,2019-03-02 15:51:00.351065
134.3,134.05,,2019-03-02 15:51:02.601701
134.27,133.86,,2019-03-02 15:51:06.603696
134.29,133.84,,2019-03-02 15:51:10.080793
134.29,133.85,,2019-03-02 15:51:13.552243
134.3,133.88,,2019-03-02 15:51:17.086025
134.29,133.86,,2019-03-02 15:51:21.003652
134.37,133.15,,2019-03-02 15:51:24.646791
134.36,133.84,,2019-03-02 15:51:29.748252
134.37,133.85,,2019-03-02 15:51:33.253403
134.4,133.9,,2019-03-02 15:51:36.595263
134.38,133.84,,2019-03-02 15:51:40.144742
134.37,133.85,,2019-03-02 15:51:43.473796
134.39,133.97,,2019-03-02 15:51:47.043129
134.43,133.84,,2019-03-02 15:51:50.649518
134.56,134.23,,2019-03-02 15:51:55.990651
134.58,133.99,,2019-03-02 15:51:59.802319
134.49,134.04,,2019-03-02 15:52:05.576593
134.49,134.04,,2019-03-02 15:52:07.232508
134.49,134.04,,2019-03-02 15:52:08.961043
134.53,133.96,,2019-03-02 15:52:12.231009
134.47,134.18,,2019-03-02 15:52:15.683313
134.44,134.2,,2019-03-02 15:52:18.847427
134.45,134.0,,2019-03-02 15:52:22.422088
134.45,134.2,,2019-03-02 15:52:25.896180
134.46,133.97,,2019-03-02 15:52:29.169686
134.46,134.2,,2019-03-02 15:52:32.223707
134.46,134.19,,2019-03-02 15:52:35.487438
134.49,133.99,,2019-03-02 15:52:38.987906
134.48,133.99,,2019-03-02 15:52:40.601391
134.56,133.5,,2019-03-02 15:52:44.203137
134.53,133.94,,2019-03-02 15:52:47.643695
134.49,133.94,,2019-03-02 15:52:49.184269
134.51,133.94,,2019-03-02 15:52:50.908291
134.52,134.18,,2019-03-02 15:52:54.660837
134.54,134.2,,2019-03-02 15:52:58.059510
134.54,133.95,,2019-03-02 15:53:02.277231
134.52,134.19,,2019-03-02 15:53:05.618444
134.49,134.19,,2019-03-02 15:53:07.483072
134.51,134.2,,2019-03-02 15:53:10.776421
134.52,133.95,,2019-03-02 15:53:14.024064
134.43,134.09,,2019-03-02 15:53:19.657595
134.34,134.08,,2019-03-02 15:53:22.857968
134.35,134.08,,2019-03-02 15:53:24.658287
134.43,133.94,,2019-03-02 15:53:27.926725
134.46,133.34,,2019-03-02 15:53:31.158183
134.49,134.2,,2019-03-02 15:53:34.316030
134.52,133.93,,2019-03-02 15:53:37.745022
134.5,134.14,,2019-03-02 15:53:41.572792
134.5,134.08,,2019-03-02 15:53:44.934286
134.48,133.65,,2019-03-02 15:53:48.141215
134.39,134.12,,2019-03-02 15:53:54.786059
134.39,133.34,,2019-03-02 15:53:58.887611
134.4,133.34,,2019-03-02 15:54:00.907177
134.43,134.1,,2019-03-02 15:54:04.867100
134.38,134.05,,2019-03-02 15:54:08.508214
134.35,134.04,,2019-03-02 15:54:11.778874
134.35,134.05,,2019-03-02 15:54:15.218416
134.36,134.07,,2019-03-02 15:54:20.364070
134.41,134.08,,2019-03-02 15:54:23.539780
134.37,133.93,,2019-03-02 15:54:27.010526
134.36,134.05,,2019-03-02 15:54:30.611618
134.39,134.08,,2019-03-02 15:54:33.887986
134.4,134.09,,2019-03-02 15:54:37.370470
134.4,134.08,,2019-03-02 15:54:40.935630
134.39,134.05,,2019-03-02 15:54:50.204604
134.39,133.34,,2019-03-02 15:54:53.637403
134.38,133.95,,2019-03-02 15:54:57.313151
134.43,134.06,,2019-03-02 15:55:07.110125
134.43,134.01,,2019-03-02 15:55:10.515749
134.44,134.12,,2019-03-02 15:55:13.792001
134.38,134.04,,2019-03-02 15:55:27.968400
134.37,134.04,,2019-03-02 15:55:29.772463
134.38,134.08,,2019-03-02 15:55:33.217673
134.37,134.06,,2019-03-02 15:55:39.479090
