10.9069,10.8911,,2019-03-01 15:40:04.108671
10.9069,10.8912,,2019-03-01 15:40:07.769701
10.9069,10.8877,,2019-03-01 15:40:11.428262
10.9069,10.8877,,2019-03-01 15:40:14.088836
10.9069,10.8917,,2019-03-01 15:40:17.942714
10.9069,10.8885,,2019-03-01 15:40:21.695275
10.9069,10.8885,,2019-03-01 15:40:24.103296
10.9069,10.8912,,2019-03-01 15:40:28.102800
10.9069,10.8912,,2019-03-01 15:40:30.450791
10.9069,10.8844,,2019-03-01 15:40:34.135874
10.9069,10.881,,2019-03-01 15:40:38.056482
10.9069,10.8846,,2019-03-01 15:40:42.705557
10.9069,10.8847,,2019-03-01 15:40:46.952564
10.9069,10.8847,,2019-03-01 15:40:49.219614
10.9069,10.8804,,2019-03-01 15:40:53.270238
10.9069,10.864,,2019-03-01 15:40:57.359945
10.9069,10.8669,,2019-03-01 15:41:01.037988
10.9069,10.8669,,2019-03-01 15:41:03.340254
10.9069,10.8669,,2019-03-01 15:41:05.759266
10.9069,10.8669,,2019-03-01 15:41:09.919353
10.9069,10.8847,,2019-03-01 15:41:19.433817
10.9069,10.8871,,2019-03-01 15:41:25.336221
10.9069,10.8871,,2019-03-01 15:41:29.161625
10.9069,10.8871,,2019-03-01 15:41:33.117192
10.9069,10.8831,,2019-03-01 15:41:38.269361
10.9069,10.8871,,2019-03-01 15:41:42.476492
10.9069,10.8673,,2019-03-01 15:41:47.208649
10.9069,10.8871,,2019-03-01 15:41:51.438255
10.9069,10.8736,,2019-03-01 15:41:56.219632
10.9069,10.8847,,2019-03-01 15:42:00.640191
10.9069,10.88,,2019-03-01 15:42:04.459396
10.9069,10.88,,2019-03-01 15:42:07.967618
10.9069,10.88,,2019-03-01 15:42:10.801176
10.9069,10.8768,,2019-03-01 15:42:17.134462
10.9069,10.8765,,2019-03-01 15:42:23.722356
10.9069,10.88,,2019-03-01 15:42:33.704606
10.9069,10.8847,,2019-03-01 15:42:46.387340
10.9069,10.8573,,2019-03-01 15:42:51.223316
10.9069,10.8847,,2019-03-01 15:42:55.546134
10.9069,10.893,,2019-03-01 15:42:59.939736
10.9069,10.8878,,2019-03-01 15:43:05.550039
10.9069,10.89,,2019-03-01 15:43:10.251077
10.9069,10.89,,2019-03-01 15:43:13.406347
10.9069,10.89,,2019-03-01 15:43:16.234497
10.9069,10.89,,2019-03-01 15:43:19.268537
10.9069,10.8901,,2019-03-01 15:43:23.923192
10.9069,10.8901,,2019-03-01 15:43:26.403513
10.9069,10.8875,,2019-03-01 15:43:30.192756
10.9069,10.8898,,2019-03-01 15:43:34.498371
10.9069,10.8902,,2019-03-01 15:43:38.568772
10.9069,10.8928,,2019-03-01 15:43:43.278029
10.9069,10.8928,,2019-03-01 15:43:47.714515
10.9069,10.8544,,2019-03-01 15:43:51.150366
10.9069,10.8537,,2019-03-01 15:43:54.632379
10.9069,10.8544,,2019-03-01 15:43:58.859412
10.9069,10.8544,,2019-03-01 15:44:00.983862
10.9069,10.8544,,2019-03-01 15:44:02.833738
10.9069,10.8678,,2019-03-01 15:44:06.589737
10.9069,10.8571,,2019-03-01 15:44:11.653081
10.9069,10.8571,,2019-03-01 15:44:14.281632
10.9069,10.8678,,2019-03-01 15:44:18.762243
10.9069,10.8678,,2019-03-01 15:44:22.520509
10.9069,10.8571,,2019-03-01 15:44:27.122261
10.9069,10.8571,,2019-03-01 15:44:29.467718
10.9069,10.8571,,2019-03-01 15:44:32.102645
10.9069,10.8571,,2019-03-01 15:44:35.029604
10.9069,10.86,,2019-03-01 15:44:39.158121
10.9069,10.8571,,2019-03-01 15:44:44.887635
10.9069,10.8571,,2019-03-01 15:44:47.887019
10.9069,10.862,,2019-03-01 15:44:52.265534
10.9069,10.8571,,2019-03-01 15:44:56.745522
10.9069,10.8571,,2019-03-01 15:44:59.703499
10.9069,10.8571,,2019-03-01 15:45:02.595253
10.9069,10.8571,,2019-03-01 15:45:05.057435
10.9069,10.8571,,2019-03-01 15:45:07.994184
10.9069,10.8571,,2019-03-01 15:45:10.602937
10.9069,10.8628,,2019-03-01 15:45:14.940420
10.9069,10.8628,,2019-03-01 15:45:17.414022
10.9069,10.8628,,2019-03-01 15:45:20.171088
10.9069,10.8628,,2019-03-01 15:45:23.238320
10.9069,10.8628,,2019-03-01 15:45:25.545219
10.9069,10.8559,,2019-03-01 15:45:29.485274
10.9069,10.8559,,2019-03-01 15:45:32.017201
10.9069,10.8362,,2019-03-01 15:45:36.224154
10.9069,10.8397,,2019-03-01 15:45:40.189220
10.9069,10.8362,,2019-03-01 15:45:44.402938
10.9069,10.8847,,2019-03-01 15:45:50.058902
10.9069,10.8875,,2019-03-01 15:45:54.516412
10.9069,10.8846,,2019-03-01 15:45:59.691026
10.9069,10.8844,,2019-03-01 15:46:04.293356
10.9069,10.8844,,2019-03-01 15:46:06.455519
10.9069,10.8749,,2019-03-01 15:46:10.418927
10.9069,10.88,,2019-03-01 15:46:14.408415
10.9069,10.8748,,2019-03-01 15:46:18.132681
10.9069,10.881,,2019-03-01 15:46:21.881711
10.9069,10.88,,2019-03-01 15:46:25.618438
10.9069,10.8768,,2019-03-01 15:46:29.353492
10.9069,10.8749,,2019-03-01 15:46:33.133585
10.9069,10.88,,2019-03-01 15:46:36.757922
10.9069,10.8768,,2019-03-01 15:46:41.036147
10.9069,10.875,,2019-03-01 15:46:45.244556
10.9069,10.8746,,2019-03-01 15:46:49.040482
10.9069,10.8746,,2019-03-01 15:46:51.296723
10.9069,10.8746,,2019-03-01 15:46:53.458927
10.9069,10.8287,,2019-03-01 15:46:56.532528
10.9069,10.8281,,2019-03-01 15:46:59.427572
10.9069,10.8287,,2019-03-01 15:47:02.456087
10.9069,10.8287,,2019-03-01 15:47:04.236602
10.9069,10.8397,,2019-03-01 15:47:07.387699
10.9069,10.8503,,2019-03-01 15:47:10.538712
10.9069,10.84,,2019-03-01 15:47:14.048482
10.9069,10.8406,,2019-03-01 15:47:17.498158
10.9069,10.8406,,2019-03-01 15:47:19.380056
10.9069,10.8406,,2019-03-01 15:47:21.316157
10.9069,10.8406,,2019-03-01 15:47:23.217104
10.9069,10.8406,,2019-03-01 15:47:25.389391
10.9069,10.84,,2019-03-01 15:47:28.795160
10.9069,10.8406,,2019-03-01 15:47:32.448662
10.9069,10.84,,2019-03-01 15:47:37.082227
10.9069,10.84,,2019-03-01 15:47:39.593462
10.9069,10.84,,2019-03-01 15:47:41.639682
10.9069,10.84,,2019-03-01 15:47:43.800383
10.9069,10.84,,2019-03-01 15:47:45.859199
10.9069,10.84,,2019-03-01 15:47:47.897643
10.9069,10.84,,2019-03-01 15:47:49.984973
10.9069,10.84,,2019-03-01 15:47:52.413522
10.9069,10.8287,,2019-03-01 15:47:56.296075
10.9069,10.8287,,2019-03-01 15:47:58.418846
10.9069,10.8287,,2019-03-01 15:48:00.444572
10.9069,10.8287,,2019-03-01 15:48:02.572320
10.9069,10.8287,,2019-03-01 15:48:04.619245
10.9069,10.8287,,2019-03-01 15:48:06.664294
10.9069,10.8287,,2019-03-01 15:48:08.579618
10.9069,10.8287,,2019-03-01 15:48:10.576059
10.9069,10.8287,,2019-03-01 15:48:12.522159
10.9069,10.8275,,2019-03-01 15:48:16.020472
10.9069,10.8287,,2019-03-01 15:48:19.482837
10.9069,10.8287,,2019-03-01 15:48:21.457831
10.9069,10.8287,,2019-03-01 15:48:23.418981
10.9069,10.827,,2019-03-01 15:48:26.822678
10.9069,10.827,,2019-03-01 15:48:28.770284
10.9069,10.827,,2019-03-01 15:48:31.196442
10.9069,10.827,,2019-03-01 15:48:33.407710
10.9069,10.827,,2019-03-01 15:48:35.453555
10.9069,10.827,,2019-03-01 15:48:37.556601
