3.4918,3.444,,2019-03-03 12:32:40.595669
3.4918,3.444,,2019-03-03 12:32:42.205800
3.4918,3.4494,,2019-03-03 12:32:44.977869
3.4918,3.444,,2019-03-03 12:32:47.760879
3.4918,3.4447,,2019-03-03 12:32:50.578279
3.4918,3.4444,,2019-03-03 12:32:53.386276
3.4918,3.444,,2019-03-03 12:32:56.250214
3.4885,3.444,,2019-03-03 12:32:57.619822
3.4847,3.4744,,2019-03-03 12:33:00.458993
3.4846,3.474,,2019-03-03 12:33:03.418845
3.486,3.4426,,2019-03-03 12:33:07.415436
3.4866,3.4744,,2019-03-03 12:33:10.519575
3.4873,3.4444,,2019-03-03 12:33:13.710586
3.4873,3.4753,,2019-03-03 12:33:16.749552
3.4879,3.4454,,2019-03-03 12:33:19.802919
3.4879,3.4454,,2019-03-03 12:33:21.140977
3.4879,3.445,,2019-03-03 12:33:24.064866
3.4879,3.4448,,2019-03-03 12:33:26.914654
3.4871,3.4444,,2019-03-03 12:33:29.736412
3.4859,3.4423,,2019-03-03 12:33:32.721531
3.4859,3.4423,,2019-03-03 12:33:34.419333
3.4859,3.4423,,2019-03-03 12:33:36.514668
3.4859,3.444,,2019-03-03 12:33:39.545405
3.4865,3.4444,,2019-03-03 12:33:42.756186
3.4865,3.4748,,2019-03-03 12:33:45.814439
3.486,3.474,,2019-03-03 12:33:48.761336
3.4855,3.473,,2019-03-03 12:33:51.884199
3.4846,3.4426,,2019-03-03 12:33:55.167850
3.4846,3.4444,,2019-03-03 12:33:58.381494
3.488,3.4448,,2019-03-03 12:34:01.148261
3.488,3.4448,,2019-03-03 12:34:02.513560
3.488,3.4448,,2019-03-03 12:34:03.808932
3.488,3.4448,,2019-03-03 12:34:05.078694
3.4875,3.4447,,2019-03-03 12:34:08.035950
3.4875,3.4447,,2019-03-03 12:34:09.488740
3.4875,3.4448,,2019-03-03 12:34:12.444384
3.4875,3.4454,,2019-03-03 12:34:15.208148
3.488,3.4457,,2019-03-03 12:34:18.123411
3.488,3.4457,,2019-03-03 12:34:19.348974
3.4878,3.4454,,2019-03-03 12:34:22.343912
3.4878,3.4448,,2019-03-03 12:34:25.113689
3.4878,3.4448,,2019-03-03 12:34:26.323274
3.4878,3.4447,,2019-03-03 12:34:29.073905
3.4889,3.4444,,2019-03-03 12:34:31.935556
3.4889,3.4444,,2019-03-03 12:34:33.176297
3.4889,3.4444,,2019-03-03 12:34:34.437714
3.4889,3.4444,,2019-03-03 12:34:35.888372
3.4881,3.4448,,2019-03-03 12:34:38.660637
3.4881,3.4447,,2019-03-03 12:34:41.752464
3.4881,3.4444,,2019-03-03 12:34:44.976341
3.4881,3.444,,2019-03-03 12:34:47.805672
3.4889,3.4444,,2019-03-03 12:34:50.605849
3.4889,3.4444,,2019-03-03 12:34:51.901735
3.4889,3.4444,,2019-03-03 12:34:53.195220
3.4884,3.4444,,2019-03-03 12:34:54.525781
3.4884,3.4444,,2019-03-03 12:34:55.791259
3.4884,3.4444,,2019-03-03 12:34:57.218621
3.4884,3.4444,,2019-03-03 12:34:58.521799
3.4884,3.4444,,2019-03-03 12:34:59.848488
3.4884,3.4444,,2019-03-03 12:35:01.098442
3.4885,3.4444,,2019-03-03 12:35:02.361229
3.4888,3.4444,,2019-03-03 12:35:03.682191
3.4888,3.4444,,2019-03-03 12:35:04.998788
3.4888,3.4444,,2019-03-03 12:35:06.445669
3.4888,3.4444,,2019-03-03 12:35:07.793908
3.4888,3.4444,,2019-03-03 12:35:09.147154
